Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link,ID
The City of Ember,,A city built to save humanity now faces dark times.,https://cdn.vocabulary.com/units/ahceu5c6/cover.jpeg?width=220&v=1824a95cf38,https://www.amazon.com/dp/0375822747?tag=vocabulary01-20,Jeanne DuPrau,"Grade 5,Grade 6,Grade 7,Grade 8",/lists/ahceu5c6/city-of-ember,349
Out of Darkness,The Story of Louis Braille,"In this biography, Russell Freedman explores the life of Louis Braille, who developed a system of writing for blind people.",https://cdn.vocabulary.com/units/aijykxcc/cover.jpg?width=220&v=175d19975ec,https://www.amazon.com/dp/0395968887?tag=vocabulary01-20,Russell Freedman,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/aijykxcc/out-of-darkness,350
Awkward,,Middle school gets off to a rocky start for Peppi Torres after an awkward encounter with Jaime Thompson — and things only get worse when Peppi's art club begins feuding with the science club. Can Peppi save the day?,https://cdn.vocabulary.com/units/aiucjeu4/cover.jpeg?width=220&v=16c8cb2c458,https://www.amazon.com/dp/0316381306?tag=vocabulary01-20,Svetlana Chmakova,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/aiucjeu4/awkward,351
Keeping Up Appearances,Make a fashion statement with these ready-to-wear and ready-to-learn words.,"In the age of social media, fashion and style get a lot of attention. But throughout history, clothes and other adornments have always been a means of self-expression. From terms for exotic cloth, to fancy jewels, to some highly hashtag-worthy words that are perfect for selfies, unpack this collection of on-trend words.",https://cdn.vocabulary.com/units/aix5osus/feature.png?width=500&v=16e0e015cdb,,,"Grade 9,Grade 10,Just for Fun",/lists/aix5osus/keeping-up-appearances,352
From a Whisper to a Rallying Cry,The Killing of Vincent Chin and the Trial that Galvanized the Asian American Movement,This powerful nonfiction book explores the murder of Vincent Chin and the growth of the Asian American civil rights movement.,https://cdn.vocabulary.com/units/aiyqqttq/cover.jpeg?width=220&v=17c7f2430da,https://www.amazon.com/dp/1324002875?tag=vocabulary01-20,Paula Yoo,"Literature,Non-Fiction",/lists/aiyqqttq/from-a-whisper-to-a-rallying-cry,353
Ripped from the Headlines: November 2023,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/ajrek32a/feature.png?width=500&v=1930896f5f3,,,Events,/lists/ajrek32a/ripped-from-the-headlines-november-2023,354
"I Survived the Great Molasses Flood, 1919",,"In this nineteenth book of the historical fiction I Survived series, twelve-year-old Carmen Grasso finds her horse licking Boston's giant leaky molasses tank just before an explosion.",https://cdn.vocabulary.com/units/ajvpnmxv/cover.png?width=220&v=18f073e4578,https://www.amazon.com/dp/1338317415?tag=vocabulary01-20,Lauren Tarshis,Grade 5,/lists/ajvpnmxv/i-survived-the-great-molasses-flood-1919,355
The Inquisitor's Tale,,"In the thirteenth century, travelers at an inn tell tales about the adventures of three children attempting to escape religious persecution.",https://cdn.vocabulary.com/units/ak3zmehd/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0142427373?tag=vocabulary01-20,Adam Gidwitz,Literature,/lists/ak3zmehd/inquisitors-tale,356
Class Act,,"In this sequel to the award-winning graphic novel New Kid, eighth-graders Drew and Jordan grapple with identity, privilege, and fitting in.",https://cdn.vocabulary.com/units/akf37i3z/cover.jpeg?width=220&v=17528bd5e36,https://www.amazon.com/dp/0062885502?tag=vocabulary01-20,Jerry Craft,"Grade 5,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/akf37i3z/class-act,357
Thirst,,"Nicknamed Minni Meow, a twelve-year-old girl in India discovers that there are powerful criminals who are stealing from her Mumbai neighborhood's water supply.",https://cdn.vocabulary.com/units/akqzvw64/cover.png?width=220&v=18c7e44cd18,https://www.amazon.com/dp/0593354419?tag=vocabulary01-20,Varsha Bajaj,Literature,/lists/akqzvw64/thirst,358
Tell Me How You Really Feel,Words to Help You Express Yourself,Feeling moody? Plumb the depths of human emotion with these lists related to feelings.,https://cdn.vocabulary.com/units/aksogmpg/feature.png?width=500&v=16d270296fd,,,Just for Fun,/lists/aksogmpg/tell-me-how-you-really-feel,359
Prisoner B-3087,,"Based on a true story, this novel tells the story of a boy who survived imprisonment in multiple Nazi concentration camps during World War II.",https://cdn.vocabulary.com/units/alaj6wpj/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/054545901X?tag=vocabulary01-20,Alan Gratz,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/alaj6wpj/prisoner-b-3087,360
The Rime of the Ancient Mariner,,"This seven-part poem tells the story of a sailor who brings a curse on his ship after killing an albatross, a giant sea bird considered to be a good omen. Read the full text here.",https://cdn.vocabulary.com/units/anne4nu3/cover.jpeg?width=220&v=189881fb67a,https://www.amazon.com/dp/B018E7JL7I?tag=vocabulary01-20,Samuel Taylor Coleridge,Grade 12,/lists/anne4nu3/rime-of-the-ancient-mariner,361
The Red Badge of Courage,,"Henry Fleming is a young Union private during the Civil War. After fleeing from battle, he'll do anything for a second chance to prove his bravery.",https://cdn.vocabulary.com/units/anohvav5/cover.jpeg?width=220&v=16db64b1554,https://www.amazon.com/dp/0199552541?tag=vocabulary01-20,Stephen Crane,"Grade 6,Grade 7,Grade 8,Grade 10,Literature",/lists/anohvav5/red-badge-of-courage,362
Tuesdays with Morrie,,"In this work of nonfiction, Mitch Albom reconnects with a favorite college professor and learns valuable lessons in the last months of the elderly scholar's life.",https://cdn.vocabulary.com/units/ao6rfaa5/cover.jpeg?width=220&v=18a75801ec7,https://www.amazon.com/dp/076790592X?tag=vocabulary01-20,Mitch Albom,"Literature,Non-Fiction",/lists/ao6rfaa5/tuesdays-with-morrie,363
Truly Devious,,"When Stevie Bell is admitted to the exclusive Ellingham Academy, she hopes to solve the mystery of the famous crimes that took place at the school years ago. But then another murder takes place, and Stevie realizes that her life and the lives of her friends may depend on her sleuthing skills.",https://cdn.vocabulary.com/units/apkg5r4l/cover.jpeg?width=220&v=171c7571a8e,https://www.amazon.com/dp/0062338064?tag=vocabulary01-20,Maureen Johnson,Literature,/lists/apkg5r4l/truly-devious,364
Inside Out & Back Again,,"Fleeing to America to escape the Vietnam War, Hà and her family end up in Alabama, where they must adapt to a new culture. This novel in verse was inspired by author Thanhha Lai's own experiences.",https://cdn.vocabulary.com/units/aqizavry/cover.jpeg?width=220&v=16c24d8dbf2,https://www.amazon.com/dp/0061962791?tag=vocabulary01-20,Thanhha Lai,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/aqizavry/inside-out-back-again,365
Love Medicine,,This award-winning novels traces the lives of several Native American families over six decades.,https://cdn.vocabulary.com/units/aqqyoe26/cover.jpeg?width=220&v=1785b458309,https://www.amazon.com/dp/0061787426?tag=vocabulary01-20,Louise Erdrich,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/aqqyoe26/love-medicine,366
When the Sea Turned to Silver,,"When the Emperor kidnaps her grandmother, Pinmei must undertake a daring and dangerous quest to save her.",https://cdn.vocabulary.com/units/aqxvjq6d/cover.jpeg?width=220&v=16c2566763a,https://www.amazon.com/dp/0316125946?tag=vocabulary01-20,Grace Lin,Non-Fiction,/lists/aqxvjq6d/when-the-sea-turned-to-silver,367
Uncle Tom's Cabin,,Abolitionist Harriet Beecher Stowe wrote this influential novel to call attention to the horrors of slavery. Read the full text here.,https://cdn.vocabulary.com/units/arfz4nxo/cover.jpeg?width=220&v=172a842caac,https://www.amazon.com/dp/0140390030?tag=vocabulary01-20,Harriet Beecher Stowe,"Grade 10,Literature",/lists/arfz4nxo/uncle-toms-cabin,368
The Misfits,,"In this novel, James Howe introduces four middle-schoolers who decide to take a stand against cruel name-calling. Study this essential vocabulary from a book all about the power of words.",https://cdn.vocabulary.com/units/arovzcad/cover.jpeg?width=220&v=16c30231bbd,https://www.amazon.com/dp/0689839561?tag=vocabulary01-20,James Howe,Literature,/lists/arovzcad/misfits,369
On the Origin of Species,,Darwin's groundbreaking and influential treatise on natural selection is a foundational text of evolutionary biology. Read the full text here.,https://cdn.vocabulary.com/units/arxbqwms/cover.jpeg?width=220&v=16c24f9eb8d,https://www.amazon.com/dp/0140439129?tag=vocabulary01-20,Charles Darwin,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/arxbqwms/on-the-origin-of-species,370
Dumplin',,"In this hilarious and heartwarming novel, small-town girl Willowdean surprises everyone—including herself—when she enters a local pageant.",https://cdn.vocabulary.com/units/asxrflyf/cover.jpeg?width=220&v=16c30234942,https://www.amazon.com/dp/0062327194?tag=vocabulary01-20,Julie Murphy,Literature,/lists/asxrflyf/dumplin,371
The Serpent King,,"In this award-winning novel by Jeff Zentner, three Southern teenagers struggle with their faith, their families, and their futures.",https://cdn.vocabulary.com/units/atce4moz/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/055352402X?tag=vocabulary01-20,Jeff Zentner,"Grade 8,Grade 9",/lists/atce4moz/serpent-king,372
Life Is So Good,,"George Dawson, who lived from 1898 to 2001 and learned to read at the age of 98, reflects on the life lessons he learned over the course of the 20th century.",https://cdn.vocabulary.com/units/av2nxi7v/cover.jpeg?width=220&v=181d43e7f53,https://www.amazon.com/dp/0812984870?tag=vocabulary01-20,George Dawson,Non-Fiction,/lists/av2nxi7v/life-is-so-good,373
Free Lunch,,"In this memoir, Rex Ogle recounts his family's struggles with poverty, hunger, and violence.",https://cdn.vocabulary.com/units/aw6wassc/cover.jpeg?width=220&v=171131393fe,https://www.amazon.com/dp/132400360X?tag=vocabulary01-20,Rex Ogle,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/aw6wassc/free-lunch,374
Lupe Wong Won't Dance,,"In order to get the chance to meet her favorite pitcher, Lupe Wong must get an A in gym class — which means conquering the dreaded square dancing unit.",https://cdn.vocabulary.com/units/awbhytmn/cover.jpeg?width=220&v=17be49b1624,https://www.amazon.com/dp/1646140036?tag=vocabulary01-20,Donna Barba Higuera,Literature,/lists/awbhytmn/lupe-wong-wont-dance,375
The Great Gilly Hopkins,,"When eleven-year-old Galadriel Hopkins is sent to live with Maime Trotter in Maryland, the latest in a series of foster parents, she hatches a plan to run away to her biological mother in California.",https://cdn.vocabulary.com/units/awqqqtq2/cover.jpeg?width=220&v=189b1bb187b,https://www.amazon.com/dp/0062422863?tag=vocabulary01-20,Katherine Paterson,"Grade 6,Grade 7,Grade 8,Literature",/lists/awqqqtq2/great-gilly-hopkins,376
Summer of the Mariposas,,"As the oldest of five sisters and the only one who can legally drive, Odilia must lead a supernatural odyssey from the Rio Grande to Mexico to return the body of a drowned man.",https://cdn.vocabulary.com/units/axs4mjlu/cover.jpg?width=220&v=18613dbcc6d,https://www.amazon.com/dp/1620140101?tag=vocabulary01-20,Guadalupe García McCall,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/axs4mjlu/summer-of-the-mariposas,377
Dear Martin,,"In Nic Stone's unflinching exploration of racism, high school student Justyce McAllister writes letters to Dr. Martin Luther King, Jr. in order to process the violence and prejudice he encounters in his community.",https://cdn.vocabulary.com/units/aypmqxsn/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B01N9U3ALR?tag=vocabulary01-20,Nic Stone,"Literature,Non-Fiction",/lists/aypmqxsn/dear-martin,378
Clementine,,This first book of the Clementine series introduces an eight-year-old girl who doesn't like sharing her name with a fruit and acts on ideas that result in a not-so-good week.,https://cdn.vocabulary.com/units/azf5queg/cover.png?width=220&v=187fcf45dc6,https://www.amazon.com/dp/0786838833?tag=vocabulary01-20,Sara Pennypacker,Grade 5,/lists/azf5queg/clementine,379
"Hello, Universe",,The lives of four children (and a guinea pig named Gulliver) intersect in unexpected ways in this Newbery Medal-winning book.,https://cdn.vocabulary.com/units/azh6zesb/cover.jpeg?width=220&v=16c2ff05984,https://www.amazon.com/dp/0062414151?tag=vocabulary01-20,Erin Entrada Kelly,"Grade 5,Literature",/lists/azh6zesb/hello-universe,380
When Stars Are Scattered,,"In this memoir, told in graphic form, Omar Mohamed recounts his life as a Somalian refugee in Kenya.",https://cdn.vocabulary.com/units/b23iccua/cover.jpeg?width=220&v=174c6e731bb,https://www.amazon.com/dp/0525553908?tag=vocabulary01-20,Victoria Jamieson,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/b23iccua/when-stars-are-scattered,381
Saints and Misfits,,"Sophomore Janna Yusuf must navigate faith, family, and a complicated crush, all while struggling with a devastating secret.",https://cdn.vocabulary.com/units/b2fpj2tw/cover.jpeg?width=220&v=16c2569d158,https://www.amazon.com/dp/1481499246?tag=vocabulary01-20,S.K. Ali,Literature,/lists/b2fpj2tw/saints-and-misfits,382
She Is A Haunting,,"Needing money for college tuition, seventeen-year-old Jade Nguyen agrees to spend the summer in Vietnam with her father, who is restoring a house that is still under the control of its former French owner.",https://cdn.vocabulary.com/units/b2gahk2d/cover.png?width=220&v=18e9b3c5548,https://www.amazon.com/dp/1547610816?tag=vocabulary01-20,Trang Thanh Tran,Literature,/lists/b2gahk2d/she-is-a-haunting,383
A Bounty of November Vocabulary,Feast on This Banquet of Tasty Terms,"November is stuffed with word-worthy occasions. From Native American Heritage Month to Election Day, Veteran’s Day, National Pickle Day, and Thanksgiving, it’s a veritable cornucopia of vocabulary!",https://cdn.vocabulary.com/units/b2wguiz7/feature.png?width=500&v=19308c6b816,,,Just for Fun,/lists/b2wguiz7/bounty-of-november-vocabulary,384
The Island of Doctor Moreau,,"In this science fiction classic, a shipwrecked sailor lands on island where a mad scientist performs unthinkable experiments.",https://cdn.vocabulary.com/units/b2yschg2/cover.jpeg?width=220&v=17589751ff6,https://www.amazon.com/dp/1840227400?tag=vocabulary01-20,H.G. Wells,Literature,/lists/b2yschg2/island-of-doctor-moreau,385
The Last Mapmaker,,"In the Kingdom of Mangkon, twelve-year-old Sodsai Mudawan lies about her family's background so that she could have a chance at a bright future.",https://cdn.vocabulary.com/units/b4g4wwpw/cover.png?width=220&v=1874cb39525,https://www.amazon.com/dp/1536204951?tag=vocabulary01-20,Christina Soontornvat,"Grade 6,Grade 7,Grade 8,Literature",/lists/b4g4wwpw/last-mapmaker,386
