word,part_of_speech,meaning,example,example_meaning,definition,ID
scoff,Verb,chế giễu,MANY people scoff at the idea that there are wicked spirits.,NHIỀU người chế giễu ý tưởng cho rằng có những thần dữ.,"Derision; ridicule; a derisive or mocking expression of scorn, contempt, or reproach.",468
paella,noun,Paella,"Spanish omelets, paella , and tapas are renowned the world over.","Trứng tráng, paella và tapas của Tây Ban Nha là những món ăn nổi tiếng thế giới.","A savory Valencian dish made of rice, cooked on a frying pan with vegetables and meat or shellfish.",470
enamel,noun,men,The stomach acid from repeated vomiting can severely erode tooth enamel .,A-xít trong dạ dày do nôn mửa liên tục có thể làm mòn men răng trầm trọng .,the hard covering on the exposed part of a tooth,471
mortified,adjective,chết tiệt,I'm mortified ...,Anh làm tôi mất mặt quá ...,Simple past tense and past participle of mortify.,472
glum,adjective,rầu rĩ,That glumness .,Vẻ rầu rĩ đó.,"Sad, despondent.",473
colander,noun,cái chao,"Doody briefly described the mushroom like so: ""fungus pulverulentus, coli instar perforatus, cum volva stellata"" (a powdery mushroom, perforated like a colander , with a star-shaped volva), and went on to explain that he found it in 1695 in Kent.","Doody mô tả ngắn gọn về loài nấm này: ""fungus pulverulentus coli instar perforatus, cum volva stellata"" (thân nấm phủ bụi, như một cái chao đục lỗ, volva (bộ phận vươn ra từ chân nấm) hình sao), và viết rằng ông tìm thấy nó năm 1695 ở Kent.",A bowl-shaped kitchen utensil with holes in it used for draining food such as pasta.,474
bliss,noun,cực lạc,The Elder of Ultimate Bliss told me to come here,Tại hạ Vị Ương Sinh được Cực Lạc lão nhân giới thiệu đến.,perfect happiness,475
snide,adjective,ác ý,"I'm not hiply cynical, and I don't make easy, snide remarks.","Tôi không giễu cợt ác ý , và tôi không phê bình dễ dàng hay giả tạo.",disparaging or derisive in an insinuative way.,476
exhaust,adjective,kiệt,"It was the first spacecraft to detect the Van Allen radiation belt, returning data until its batteries were exhausted after nearly four months.","Đây là phi thuyền đầu tiên phát hiện ra vành đai bức xạ Van Allen, gửi dữ liệu về vành đai này cho đến khi pin của nó cạn kiệt sau gần bốn tháng.","To draw or let out wholly; to drain off completely; as, to exhaust the water of a well; the moisture of the earth is exhausted by evaporation.",477
cope,Verb,coping,"""The Unfinished Revolution II: Strategy and Means for Coping with Complex Problems"".",Truy cập ngày 17 tháng 6 năm 2012. ^ “The Unfinished Revolution II: Strategy and Means for Coping with Complex Problems”.,To deal effectively with something difficult.,478
slug,noun,con sên,This is a solar-powered sea slug . It's a nudibranch,Đây là một con sên biển hấp thụ năng lượng mặt trời. Nó là loài thân mềm,"Any of many terrestrial pulmonate gastropod mollusks, having no (or only rudimentary) shell",479
mulch,verb,mulch,Mulched ?,Phân bón sao?,"(uncountable, agriculture) Shredded vegetable (or occasionally mineral) matter used to cover the top layer of soil to protect, insulate, or decorate it, or to discourage weeds or retain moisture.",480
tentative,adjective,ướm,"In the tent , dumbo.","Trong lều này, tên thộn.",A trial; an experiment.,481
sheepish,adjective,bẽn lẽn,He finally gave me a sheepish grin and shrugged his shoulders.,Cuối cùng nó cười bẽn lẽn với tôi và nhún vai.,Having the characteristics of a sheep,482
clarify,verb,làm rõ,"Billboard also clarified the actual tickets sold in Sweden to be at 39,338.","Billboard đã làm rõ số lượng vé bán thực tế tại Thụy Điển là 39,338.","To make clear or bright by freeing from feculent matter; to defecate; to fine; -- said of liquids, as wine or syrup.",483
margin,verb,bờ,"At the shallow margins of the flooded jungle, rivers flow through lush vegetation.","Ở bờ nông của khu rừng bị ngập lụt, dòng nước chảy qua lớp thực vật tươi tốt.",To add a margin to.,484
logistics,noun,ngành hậu cần,"Logistics were the responsibility of the transport corps, equipped with a variety of liaison and transportation vehicles.",Ngành hậu cần chịu trách nhiệm của một đoàn vận tải được trang bị với một loạt phương tiện liên lạc và vận chuyển hỗn tạp.,Plural form of logistic.,485
grate,verb,nạo,"In Malta, timpana (the name probably derived from timballo) is made by tossing parboiled macaroni in a tomato sauce containing a small amount of minced beef or corned beef, bound with a mixture of raw egg and grated cheese.","Ở Malta, Timpana (cái tên bắt nguồn từ Timballo) được làm bằng cách thả macaroni tái vào xốt cà chua có một lượng nhỏ thịt bò băm hoặc thịt bò muối hộp, thêm với hỗn hợp trứng và pho mát nạo .","A horizontal metal grille through which water, ash, or small objects can fall, while larger objects cannot.",486
splurge,verb,loè bịp,We splurge a bit?,Phung phí một chút?,"To spend lavishly or extravagantly, especially money.",487
flamboyant,adjective,chói lọi,"""Starlet Seo Ye-ji Admits She's Far from Flamboyant "".",Truy cập ngày 15 tháng 6 năm 2014. ^ “Starlet Seo Ye-ji Admits She's Far from Flamboyant”.,(architecture) Referred to as the final stage of French Gothic architecture from the 14th to the 16th centuries.,488
stupendous,adjective,kỳ diệu,in these tottering dancers who exert stupendous effort,ở những vũ công lảo đảo người tạo ra sự nỗ lực kỳ diệu,Astonishingly great or large; huge; enormous.,489
clan,noun,thị tộc,Chizuru is the last descendant of that clan .,Chizuru là hậu duệ cuối cùng của thị tộc yata.,"(anthropology) A group of people all descended from a common ancestor, in fact or belief.",490
cram,verb,nhồi,It's not that they're cramming for some project.,Không phải họ đau khổ vì đang cố nhồi nhét cho một dự án nào đó.,The act of cramming.,491
honorary,noun,danh dự,"Well, you're practically an honorary member of the team already.",Thật ra cô được coi như thành viên danh dự của nhóm luôn rồi.,"Given as an honor/honour, with no duties attached, and without payment.",492
barely,adverb,công khai,I can barely even pronounce his name.,Thậm chí mình có thể công khai nói ra tên người đó.,(degree) By a small margin.,493
orientation,noun,sự định hướng,which is very well known to control the orientation of attention.,là nơi được biết đến có nhiệm vụ kiểm soát sự định hướng của sự tập trung.,(uncountable) The act of orienting or the state of being oriented.,494
liaison,noun,liên lạc,Captain Pritchard will be your air force liaison .,Nhóm chỉ huy lực lượng không quân Pritchard sẽ giữ liên lạc cả với anh.,Communication between two parties or groups.,495
lanky,adjective,ngòng,"The lanky , dark man is back at my bedside.","Người đàn ông cao gầy , ngăm đen đã trở lại bên giường tôi.","(informal) Somewhat lank; tall, slim, and rather ungraceful.",496
vortex,noun,xoáy nước,"Two weeks into the job, we had that vortex in the east river.",có vụ xoáy nước ở sông Đông.,"A whirlwind, whirlpool, or similarly moving matter in the form of a spiral or column.",497
hysterical,adjective,cuồng loạn,Who's hysterical ?,Ai bị kích động nào?,"Of, or arising from hysteria.",498
grumble,verb,càu nhàu,"Jonathon grumbled as he climbed into the car next to his brother, Mike.",Jonathon càu nhàu trong khi leo vào xe cạnh bên anh của nó là Mike.,"(onomatopoeia) A low thundering, rumbling or growling sound",499
awning,noun,vải che,And your deck awnings were of blue thread and purple wool from the islands of E·liʹshah.,Còn vải che sàn bằng chỉ xanh dương và len tía của các đảo Ê-li-sa.,"A rooflike cover, usually of canvas, extended over or before any place as a shelter from the sun, rain, or wind.",500
conspiracy,noun,mưu,□ What was foreshadowed by the “ conspiracy ” of Isaiah 8:12?,□ Mưu đồ “kết đảng” ghi nơi Ê-sai 8:12 hình dung trước cho điều gì?,"The act of two or more persons, called conspirators, working secretly to obtain some goal, usually understood with negative connotations.",501
tacky,adjective,dính,I noticed something tacky on the palm print our guy left on the windshield.,Em nhận ra có gì đó dính ở trên lòng bàn tay gã đó trên kính chắn gió.,"Of a substance, slightly sticky.",502
ambassador,noun,đại sứ,I need you to get the ambassador on the phone.,Tôi cần anh gọi điện cho đại sứ .,A minister of the highest rank sent to a foreign court to represent there his sovereign or country.,503
sinister,adjective,nham hiểm,lay a sinister criminal enterprise.,là tập đoàn tội phạm nham hiểm .,"Inauspicious, ominous, unlucky.",504
probe,verb,thăm dò,"A probe from their vessel, Captain.","Một bộ phận thăm dò của họ, thưa Thuyền trưởng.","(surgery) Any of various medical instruments used to explore wounds, organs etc. [from 15th c.]",505
sleuth,verb,làm mật thám,We need more energy.A sleuth !,Cho anh ta #h để báo cáo sự việc,(obsolete) An animal’s trail or track.,506
instinct,noun,bản năng,He is possessed of a strong fighting instinct .,Anh ta có một bản năng chiến đấu mạnh mẽ.,A natural or inherent impulse or behaviour.,507
sift,verb,rây,"13 Interestingly, according to some scholars, when David wrote that Jehovah had “measured off” his journeys and rest periods, the Hebrew literally meant to “ sift ” or “winnow.”","13 Điều đáng chú ý là theo một số học giả, khi Đa-vít viết Đức Giê-hô-va “xét-nét” nẻo đàng và lúc nghỉ ngơi của ông, chữ Hê-bơ-rơ có nghĩa đen là “ rây ” hoặc “sàng sảy”.",To sieve or strain (something).,508
ponder,verb,cân nhắc,"If I was you, Colonel, I'd ponder on letting him be.","Nếu tôi là ông, Đại tá, tôi sẽ cân nhắc việc thuận theo ý hắn.","To wonder, to think of deeply.",509
tempestuous,adjective,dữ dội,Then a tempestuous wind forced the ship westward toward Cauda.,Sau đó trận gió dữ dội đưa tàu sang phía tây về hướng Cơ-lô-đa.,"Of, or resembling a tempest; stormy, tumultuous.",510
